drive_id,name,path,md5,modified_time,size,timestamp,action
1O2jTzxl1uq10d1aCS17lyogmxaeonocS,92463A867_316 Stainless Steel Binding Barrel.SLDPRT,Unused Parts\92463A867_316 Stainless Steel Binding Barrel.SLDPRT,1b486fd7aaeace84fe63c5c61715b555,1772243318.2657719,600794,1772506170,upload_new
1CRPor84TYxWi_8u27hEMtIPTo2bvqq4W,Crankshaft_Assy.SLDASM,Unused Parts\Crankshaft_Assy.SLDASM,dc7541febf5d193ff0aa5e79ebdebc0b,1771640807.363447,232744,1772506171,upload_new
1n-3WRE1rENLGjS9hfu_4gxg-tE_38OeF,Chassis_Assy.SLDASM,Unused Parts\Chassis_Assy.SLDASM,9455db274064a86c67ff787961808643,1771342703.6294842,307274,1772506171,upload_new
1Rpwcfu6EUu04Qb2PJtbKad0UzTPCelBV,CrossLink.SLDPRT,Unused Parts\CrossLink.SLDPRT,b011a086a286c921eff7fd56ad180fa5,1771640807.5117378,86208,1772506172,upload_new
1lcSgUez7ywcmvDdNuc4CdD7fCoAz71hX,DriverLink_29.SLDPRT,Unused Parts\DriverLink_29.SLDPRT,b412b7ab3e678ab614197b4fe5ecf207,1771640807.6356344,120715,1772506172,upload_new
1-wKs23splS8ez-BMHBIESPAozqEu8Gh5,Triangle_Support_29.SLDPRT,Unused Parts\Triangle_Support_29.SLDPRT,506bbc0804a8187451fa55c60518a4a8,1771182025.4194708,81702,1772506173,upload_new
1aX64WESj9ksquG4KO4OZLxB84rx9Ibtr,Dummy_Shaft_29.SLDPRT,Unused Parts\Dummy_Shaft_29.SLDPRT,8ee0878fa4ed9e84f23cc1f986cc21e9,1771342110.495179,66313,1772506173,upload_new
1XdWgQ_ASq363msgarVGLY_8JUUI9G-pU,Leg_Assy_29.SLDASM,Unused Parts\Leg_Assy_29.SLDASM,dee10f41b0b7a92331c885a862e3eed7,1771640811.0342138,3567234,1772506173,upload_new
18Kfyy7sziybr9X0_DYYaQRAofPhvnPzX,V1_Crankshaft.SLDPRT,Unused Parts\V1_Crankshaft.SLDPRT,53a41eac7ae6777180bff42283cfebdf,1771339904.4711723,98294,1772506173,upload_new
1_G_SjdhAyHrx9tuyq1-BiTuKcx1Vr9Ms,Chassis_Assy_V2.SLDASM,Chassis_Assy_V2.SLDASM,57b5c86ae8595146d20fd78aa10a2020,1772505898.0472841,5650829,1772506175,upload_revision
1v8wbRWRWuU2N5Y_Q7huCYcX889j7cXjy,90358A005_Ultra-Low-Profile Socket Head Screw.SLDPRT,90358A005_Ultra-Low-Profile Socket Head Screw.SLDPRT,314ff2043fc00bdf8be396b9962ca664,,494258,1772506175,delete_cloud
1eQky20Ptq3ki17yRbn7brTUhdRHUViQ2,F_29.SLDPRT,F_29.SLDPRT,b21c7b54a5479e208ccda254ebee3282,1772505028.6226301,81719,1772506175,upload_revision
1I7zbc1aknWYAhME26Z1JSCW8C1tS9K2R,92463A867_316 Stainless Steel Binding Barrel.SLDPRT,92463A867_316 Stainless Steel Binding Barrel.SLDPRT,1b486fd7aaeace84fe63c5c61715b555,,600794,1772506176,delete_cloud
16kc0D3rdoK9spRZVohyifap3Mh0GcQLc,Chassis_Assy.SLDASM,Chassis_Assy.SLDASM,9455db274064a86c67ff787961808643,,307274,1772506177,delete_cloud
12wVyf4peAMw4nndbVrIh33JM9wOpA3uE,Crankshaft_Assy.SLDASM,Crankshaft_Assy.SLDASM,dc7541febf5d193ff0aa5e79ebdebc0b,,232744,1772506177,delete_cloud
1MTPhyca2OGIhPYhYAoRWC_KOLrY_Bh50,Crankshaft_B.PNG,Crankshaft_B.PNG,2c14e0e70c1db84e187e26fd8da5b971,,11929,1772506178,delete_cloud
1JoyXe4Xgmk7X_yKsM96cfYfEZp-E85pR,Crankshaft_B.SLDDRW,Crankshaft_B.SLDDRW,166446437f6d6544ef4b62f59ae4440c,,153635,1772506178,delete_cloud
14slbKLBMv28yw-M6PlgZVGZHWxTzrKxU,PerformanceLog.txt,PerformanceLog.txt,48f3e0adc1582e7b6b87b0282c957388,1772506290.659748,50,1772506631,upload_new
1iAqSmssz53ytjZvce4B_y6CCt9VllxLT,Motor Torque.xlsx,Graphs\Motor Torque.xlsx,44db7b083a85531f0c6ee1405da70bc0,1772506544.4713316,15991,1772506631,upload_new
1_G_SjdhAyHrx9tuyq1-BiTuKcx1Vr9Ms,Chassis_Assy_V2.SLDASM,Chassis_Assy_V2.SLDASM,271b30bb3d9faced9ff8cdba0c8c75f9,1772506556.3082755,5660099,1772506632,upload_revision
1xxj48OiI8jDeO2lgQD9pXxz0zSlY71Vt,Study.dat,Study.dat,089a730afe02ad44aa4c35cf18a6867b,1772506289.6685605,52,1772506633,upload_new
1AqwVk5AjoC2RGLZ6ZMZiecSK02jNSKaN,CrossLink.SLDPRT,CrossLink.SLDPRT,bdfd2199fb64be9a583ecc90ea984a4c,1772513005.0,89861,1774359529,download_new
1PjYIrLtlRN3oUBvh5HwaxT-nAmVyq8oT,CDE_29.SLDDRW,CDE_29.SLDDRW,01c0f05c6ddcc75fd440391097b8e5a0,1771194108.0,134605,1774359529,download_new
1AW05f56PxLTbx0303cJo33QF6ip9lwVK,1611-0514-0008_8mmIDbearing.SLDPRT,1611-0514-0008_8mmIDbearing.SLDPRT,83b339bf0602794f3cc013d40248e39b,1772513013.0,320117,1774359529,download_new
1o6YS82Ww5FTO087q-pkxMlOurfwm_7VV,Chassis_Base.SLDPRT,Chassis_Base.SLDPRT,55b108f507904b0094ca6856449257bc,1772513019.0,258250,1774359529,download_new
1GOCJchjaayJEw7GhNDMEG7SOe8DAg0Ih,2303-4008-0040 assembly_pinion.SLDASM,2303-4008-0040 assembly_pinion.SLDASM,4ae17f68496d9f7f500047d0a80ccce7,1772513016.0,1133641,1774359530,download_new
1L8dQITyKyL-3uAAdwSlEw6nxbyx06fCj,2302-0014-0060_48T.SLDPRT,2302-0014-0060_48T.SLDPRT,0a1b3f93cc2002b4635b3e6b30651ca6,1772513014.0,704707,1774359530,download_new
1IQY98LdH4sdvnbE8ncsfhlKsyZZB-hL7,1309-0016-4008 assembly_hub.SLDASM,1309-0016-4008 assembly_hub.SLDASM,ac6ab126094f91c55d6f16cb12af8384,1772513011.0,3079574,1774359530,download_new
1D6Kk4uBOgbR-Ry36akAL6QScIkhFlEJF,5203-2402-0019 assembly_435rpm.SLDASM,5203-2402-0019 assembly_435rpm.SLDASM,7df2197a633d3301825a59b1d5e9e4c7,1772513018.0,9090642,1774359530,download_new
1NXSCOPsY6nttxPMaX8UerWAYXRvaMzYZ,DriverLink_29.SLDPRT,DriverLink_29.SLDPRT,508a2879633b22db0b13597b19440d52,1772513007.0,234779,1774359532,download_new
1b4GrQuADw1DYr5tKGoFQ0DYHNITcRlou,G_29.SLDDRW,G_29.SLDDRW,b79ff60dc7fa9e8a4fc559b4e1b33430,1771186181.0,109979,1774359532,download_new
1_3fpVGZY1U4ibNhoGVMVlbJ3_Mv-9JYk,FOur_legs.mp4,FOur_legs.mp4,567d0b3bf6c09c3e99d46895fc0c6c77,1771191875.0,480868,1774359532,download_new
1M8rursapDoHXPIYZO4vRCU_sswBA3h7T,F_29.SLDDRW,F_29.SLDDRW,61281c852c807940943056c26c874d70,1771186179.0,105559,1774359532,download_new
1AiwSTlRrHym6qm0bBtlxjq4Izt-KNm6x,HIJ_29.SLDDRW,HIJ_29.SLDDRW,221b154c0fcd6213ca1db1d6a16c5e78,1771194110.0,124381,1774359532,download_new
1HkyoIyLaZ0ReoOlkPoyLuDp5hXBFYhxb,Leg_Assy_29-RHSFM_{Motion Study 3}-BenchMark-Solver.txt,Leg_Assy_29-RHSFM_{Motion Study 3}-BenchMark-Solver.txt,87a7402f2b89cf77806bd99af92b8bfc,1772518220.0,3109,1774359532,download_new
1RTsI5hJHli6iqu_W0uTTpDSG1ef8V_qR,Leg_Assy_29-RHSFM_{Motion Study 3}.BMC,Leg_Assy_29-RHSFM_{Motion Study 3}.BMC,6b860bf7e3b526fb213ecfc5481383ca,1772518222.0,913,1774359532,download_new
1THk2agu0jj94NLKzI5W4z76_w_BEJfcN,Leg_Assy_29-RHSFM_{Motion Study 3}.gsz,Leg_Assy_29-RHSFM_{Motion Study 3}.gsz,490397406a2cf57ef1221187be76cbf5,1772518223.0,37,1774359533,download_new
10gmoeB3iSHrWwCsN7qJDkdd_xRwDHFom,Motor_clamp.SLDPRT,Motor_clamp.SLDPRT,2823a74c937910c0f5d18039fd4166e8,1772513021.0,97145,1774359534,download_new
1OJe1O7cJgv4hwc4oSnDsAjcAqfvwLCpS,New_Chassis.SLDPRT,New_Chassis.SLDPRT,f41a986c1a1b15d724bfbb3fab70ecdc,1772513022.0,484172,1774359534,download_new
1q4uUbglbtGVguJrC9J9Ab573ZWz5YVu3,Triangle_Support_29.SLDPRT,Triangle_Support_29.SLDPRT,506bbc0804a8187451fa55c60518a4a8,1770696434.0,81702,1774359535,download_new
1l3p-9WNA0RceDybbRq2KqpHLIewNFei3,New_shaft.SLDPRT,New_shaft.SLDPRT,a13c8b223fc5ff473df58a00a595f6aa,1772513023.0,64226,1774359535,download_new
13svbfh7JpMw9sJrPq3v9snk03S7TWiG-,Two_legs.mp4,Two_legs.mp4,b1c29547f7b4cc1e21ad182752762a3a,1771191885.0,598983,1774359535,download_new
1-bupzCPtWr3DBJyracrP7GS7I75iNdHC,Leg_Assy_29.SLDASM,Leg_Assy_29.SLDASM,d77f6e3011c66e905345c3373efb96d3,1772518219.0,15509166,1774359535,download_new
1oOCUQkk8MYzNQVOiN66CxXKziOYVIoUk,A_29.SLDPRT,A_29.SLDPRT,9f21575a5888c9251de9ec1888f0616e,1772513380.0,79884,1774359536,download_revision
14FFhA-c8_YX9sK112t7uPlItNWKNMqny,CDE_29.SLDPRT,CDE_29.SLDPRT,12062773b2715e3542f04a39b6151263,1772513383.0,183688,1774359537,download_revision
1f4j_Di5mhx8jPPUfB3RNaWIptW8ph9i_,Chassis.SLDPRT,Chassis.SLDPRT,98b999415a1d8887ca9df33ab1d48f7d,1772513385.0,99039,1774359537,download_revision
1eQky20Ptq3ki17yRbn7brTUhdRHUViQ2,F_29.SLDPRT,F_29.SLDPRT,5a07436828345638111dd5fd8e0de5d8,1772512999.0,79986,1774359537,download_revision
1-hLge54IkFAyEPGU3IXQ7TY8eWQK8Tgm,G_29.SLDPRT,G_29.SLDPRT,3bebafbd73384a6b78a2fe04561d0b7f,1772513001.0,82977,1774359537,download_revision
1m_HqTcC26wZe3bQfNvbWDVy9N-SyWMDv,HIJ_29.SLDPRT,HIJ_29.SLDPRT,8ac5b3aa0928aa32f44d798198028668,1772513002.0,161742,1774359537,download_revision
1thrnqVHSVaDHlCqd9hO0C_6te3vu00w2,Leg_Master_29.SLDPRT,Leg_Master_29.SLDPRT,06fc00ddcca26f8ecc8d4df0978eb6c8,1772513004.0,268917,1774359537,download_revision
1MR4liNZRl8l_QcHjZmauvuP5YnjPNXXN,Chassis_Assy_V2-RHSFM_{Motion Study 3}.CSY,Chassis_Assy_V2-RHSFM_{Motion Study 3}.CSY,e3d0ea87f645d2d7ec7cf2b432746d3d,1772506162.0,22272,1774359539,download_unknown
1_oyppQU5-Dp-zWeOmV-kuJ_vOIEu1aky,Chassis_Assy_V2-RHSFM_{Motion Study 3}.ILC,Chassis_Assy_V2-RHSFM_{Motion Study 3}.ILC,ffdc61790b58e7dd482c4f44c0746737,1772506162.0,1536,1774359539,download_unknown
115OpikswLGmNHO2vqvBcZJDk-VXdj28G,Chassis_Assy_V2-RHSFM_{Motion Study 3}.MAS,Chassis_Assy_V2-RHSFM_{Motion Study 3}.MAS,3d2dd4c9e3f32417fd7cd1de783899c1,1772506162.0,28416,1774359539,download_unknown
1wuWCor__dzwRr09jzhuUE0RlPsmsGJJs,Chassis_Assy_V2-RHSFM_{Motion Study 3}.CWR,Chassis_Assy_V2-RHSFM_{Motion Study 3}.CWR,8fcf8a2a50afdbd1adcc8349efe4b13f,1772506164.0,11223040,1774359540,download_unknown
17T6E2Bc9bYS4XwWsgGyc_PgEOVKGtAHr,Cut-Extrude2.SLDPRT,Cut-Extrude2.SLDPRT,e3e80bb29d8928a7000080f4f5908e5b,1774469165.0,142008,1775007269,download_new
1_xaJ4YixPl6HwxpDEFIs_Okl7xoqMc0j,GroupHW3_Group10_BOM.xlsx,GroupHW3_Group10_BOM.xlsx,ccc72b8eca9bcd708fd9af6b405847cd,1774469167.0,17523,1775007270,download_new
1NXSCOPsY6nttxPMaX8UerWAYXRvaMzYZ,DriverLink_29.SLDPRT,DriverLink_29.SLDPRT,b1ec9726cb678c35e178db91bd078df0,1774469149.0,234027,1775007270,download_revision
1eQky20Ptq3ki17yRbn7brTUhdRHUViQ2,F_29.SLDPRT,F_29.SLDPRT,47e68c75bea3165e361e19bd05bcdff1,1774469151.0,79315,1775007270,download_revision
14FFhA-c8_YX9sK112t7uPlItNWKNMqny,CDE_29.SLDPRT,CDE_29.SLDPRT,14b96d657ef454ad46dc4bb875c9f0ae,1774469144.0,182142,1775007270,download_revision
1AqwVk5AjoC2RGLZ6ZMZiecSK02jNSKaN,CrossLink.SLDPRT,CrossLink.SLDPRT,2f89eb503badee4046867d5bea0e1755,1774469147.0,90115,1775007270,download_revision
1oOCUQkk8MYzNQVOiN66CxXKziOYVIoUk,A_29.SLDPRT,A_29.SLDPRT,6c0a12474e7ff0d433a9698687463d14,1774469141.0,79584,1775007270,download_revision
1o6YS82Ww5FTO087q-pkxMlOurfwm_7VV,Chassis_Base.SLDPRT,Chassis_Base.SLDPRT,1955feccd1f4f76533de8991929145a0,1774469146.0,412460,1775007270,download_revision
1-hLge54IkFAyEPGU3IXQ7TY8eWQK8Tgm,G_29.SLDPRT,G_29.SLDPRT,b86ff0a0a7b97eb71226a878d709d3cd,1774469152.0,82510,1775007272,download_revision
1m_HqTcC26wZe3bQfNvbWDVy9N-SyWMDv,HIJ_29.SLDPRT,HIJ_29.SLDPRT,e8e7e4d971412a5558ef6b80da6b31cf,1774469154.0,160074,1775007272,download_revision
10gmoeB3iSHrWwCsN7qJDkdd_xRwDHFom,Motor_clamp.SLDPRT,Motor_clamp.SLDPRT,6dbeb2244f98c0462c56f1ed6a773fef,1774469162.0,116197,1775007272,download_revision
1OJe1O7cJgv4hwc4oSnDsAjcAqfvwLCpS,New_Chassis.SLDPRT,New_Chassis.SLDPRT,944e98f512681152b7b3a3c9ce6e807c,1774469164.0,487126,1775007272,download_revision
1thrnqVHSVaDHlCqd9hO0C_6te3vu00w2,Leg_Master_29.SLDPRT,Leg_Master_29.SLDPRT,70b31b9b28bc441570d77435e33e7548,1774469160.0,267880,1775007272,download_revision
1-bupzCPtWr3DBJyracrP7GS7I75iNdHC,Leg_Assy_29.SLDASM,Leg_Assy_29.SLDASM,8db4ddabc8e1dbe2f750edafd8bf5a04,1774469159.0,14726730,1775007275,download_revision
